config,base_k,boosted_k,scale,provisional_fights,model,fold,n,log_loss,brier_score,accuracy,roc_auc
provisional_7,32.0,64.0,400.0,7,win_rate,2017-01-01→2020-01-01,1421,1.1300523625752907,0.26421554268140807,0.5496129486277269,0.5434029659061265
provisional_7,32.0,64.0,400.0,7,elo,2017-01-01→2020-01-01,1421,0.6900451565317317,0.2484537696920924,0.5383532723434201,0.5350069231232316
provisional_7,32.0,64.0,400.0,7,win_rate,2020-01-01→2023-01-01,1447,1.2016754453058385,0.26447803562577415,0.5888044229440221,0.5624161936593952
provisional_7,32.0,64.0,400.0,7,elo,2020-01-01→2023-01-01,1447,0.679529374668317,0.2432463021345443,0.5687629578438148,0.5652176492692285
provisional_7,32.0,64.0,400.0,7,win_rate,2023-01-01→2026-01-01,1532,1.1522795115001245,0.26001945524702086,0.5900783289817232,0.5933852106487196
provisional_7,32.0,64.0,400.0,7,elo,2023-01-01→2026-01-01,1532,0.6776098133563382,0.24246869361526763,0.5528720626631853,0.5743145132746418
provisional_7,32.0,64.0,400.0,7,win_rate,2026-01-01→2029-01-01,387,1.150380571083884,0.25719553802787176,0.6046511627906976,0.6153098157852088
provisional_7,32.0,64.0,400.0,7,elo,2026-01-01→2029-01-01,387,0.684916858758971,0.2456715827190683,0.5736434108527132,0.5639619685592351
provisional_7,32.0,64.0,400.0,7,win_rate,pooled test,7232,1.1962486200919973,0.2645095654909779,0.5777101769911505,0.5628423515462062
provisional_7,32.0,64.0,400.0,7,elo,pooled test,7232,0.6816752377398094,0.2443637247193354,0.5613938053097345,0.5569531736761271
provisional_9,32.0,64.0,400.0,9,win_rate,test (simple split),3872,1.1800998618884126,0.26257890433284453,0.5872933884297521,0.5760639020833385
provisional_9,32.0,64.0,400.0,9,elo,test (simple split),3872,0.6831569193915841,0.2450563989176439,0.5557851239669421,0.5553712009722809
provisional_9,32.0,64.0,400.0,9,win_rate,2011-01-01→2014-01-01,1004,1.1978649452633587,0.2650746555244955,0.5707171314741036,0.5495831586984757
