fight_id,date,fighter_id,opponent_id,division,result,career_fights_before,is_debut,is_division_change,k_factor,rating_updated,expected_score,rating_before,rating_after
00835554f95fa911,1994-03-11,429e7d3725852ce9,46c8ec317aff28ac,,W,0,True,False,64.0,True,0.5,1500.0,1532.0
00835554f95fa911,1994-03-11,46c8ec317aff28ac,429e7d3725852ce9,,L,0,True,False,64.0,True,0.5,1500.0,1468.0
17ee4caf06981b81,1994-03-11,6e02c318762f52f1,749685d24e2cac50,Open Weight,L,0,True,False,64.0,True,0.5,1500.0,1468.0
17ee4caf06981b81,1994-03-11,749685d24e2cac50,6e02c318762f52f1,Open Weight,W,0,True,False,64.0,True,0.5,1500.0,1532.0
3b020d4914b44fc8,1994-03-11,96087e90d900f0ef,a6c2f5381d575920,Open Weight,L,0,True,False,64.0,True,0.5,1500.0,1468.0
3b020d4914b44fc8,1994-03-11,a6c2f5381d575920,96087e90d900f0ef,Open Weight,W,0,True,False,64.0,True,0.5,1500.0,1532.0
4acab67848e78327,1994-03-11,a683f9ddb70aa4bd,be9d259be012e8a4,Open Weight,L,0,True,False,64.0,True,0.5,1500.0,1468.0
4acab67848e78327,1994-03-11,be9d259be012e8a4,a683f9ddb70aa4bd,Open Weight,W,0,True,False,64.0,True,0.5,1500.0,1532.0
4b9ae533ccb3fcdf,1994-03-11,46c8ec317aff28ac,ea0ad155451ed1f5,Open Weight,W,1,False,False,64.0,True,0.4693373908625413,1468.0,1501.9624069847973
4b9ae533ccb3fcdf,1994-03-11,ea0ad155451ed1f5,46c8ec317aff28ac,Open Weight,L,0,True,False,64.0,True,0.5306626091374587,1500.0,1466.0375930152027
5655639baecd8f6a,1994-03-11,429e7d3725852ce9,6ceff86fae4f6b3b,Open Weight,W,1,False,False,64.0,True,0.5306626091374588,1532.0,1562.0375930152027
5655639baecd8f6a,1994-03-11,6ceff86fae4f6b3b,429e7d3725852ce9,Open Weight,L,0,True,False,64.0,True,0.4693373908625412,1500.0,1469.9624069847973
8ea72cf82fac07f6,1994-03-11,46c8ec317aff28ac,be9d259be012e8a4,Open Weight,W,2,False,False,64.0,True,0.4712134883766942,1501.9624069847973,1535.804743728689
8ea72cf82fac07f6,1994-03-11,be9d259be012e8a4,46c8ec317aff28ac,Open Weight,L,1,False,False,64.0,True,0.5287865116233058,1532.0,1498.1576632561084
8fbdde20b712b8da,1994-03-11,319fa1bd3176bded,46c8ec317aff28ac,Open Weight,L,0,True,False,64.0,True,0.4657024999377519,1500.0,1470.1950400039839
8fbdde20b712b8da,1994-03-11,46c8ec317aff28ac,319fa1bd3176bded,Open Weight,W,3,False,False,32.0,True,0.5342975000622481,1535.804743728689,1550.707223726697
aa161c7159741766,1994-03-11,429e7d3725852ce9,749685d24e2cac50,Open Weight,W,2,False,False,64.0,True,0.5287865116233058,1562.0375930152027,1592.195256271311
aa161c7159741766,1994-03-11,749685d24e2cac50,429e7d3725852ce9,Open Weight,L,1,False,False,64.0,True,0.4712134883766942,1532.0,1501.8423367438916
b72acedda7ddc006,1994-03-11,319fa1bd3176bded,8d5daf67983b65ba,Open Weight,W,1,False,False,64.0,True,0.47143594483059253,1470.1950400039839,1504.023139534826
b72acedda7ddc006,1994-03-11,8d5daf67983b65ba,319fa1bd3176bded,Open Weight,L,0,True,False,64.0,True,0.5285640551694075,1500.0,1466.171900469158
c4aa04781989699e,1994-03-11,749685d24e2cac50,a6c2f5381d575920,Open Weight,W,2,False,False,64.0,True,0.47109867509405423,1501.8423367438916,1535.692021537872
c4aa04781989699e,1994-03-11,a6c2f5381d575920,749685d24e2cac50,Open Weight,L,1,False,False,64.0,True,0.5289013249059458,1532.0,1498.1503152060195
c53325be8ce33b8b,1994-03-11,6ceff86fae4f6b3b,7d5b12de1625984e,Open Weight,W,1,False,False,64.0,True,0.4712134883766942,1469.9624069847973,1503.804743728689
c53325be8ce33b8b,1994-03-11,7d5b12de1625984e,6ceff86fae4f6b3b,Open Weight,L,0,True,False,64.0,True,0.5287865116233058,1500.0,1466.1576632561084
ccee020be2e8d9f6,1994-03-11,319fa1bd3176bded,49590e0508b2c19f,Open Weight,W,2,False,False,64.0,True,0.5038597654612634,1504.023139534826,1535.776114545305
ccee020be2e8d9f6,1994-03-11,49590e0508b2c19f,319fa1bd3176bded,Open Weight,L,0,True,False,64.0,True,0.49614023453873657,1500.0,1468.247024989521
d917c8c7461b9831,1994-03-11,505934897b8b4824,c3c23c99477c041b,Open Weight,L,0,True,False,64.0,True,0.5,1500.0,1468.0
d917c8c7461b9831,1994-03-11,c3c23c99477c041b,505934897b8b4824,Open Weight,W,0,True,False,64.0,True,0.5,1500.0,1532.0
