fight_id,event_id,event_name,bout,weight_class,method,ending_round,ending_time,time_format,referee,details,fight_duration_seconds,fighter_id,fighter_name,opponent_id,opponent_name,result,opponent_result,significant_strikes_landed,significant_strikes_attempted,total_strikes_landed,total_strikes_attempted,takedowns_landed,takedowns_attempted,head_strikes_landed,head_strikes_attempted,body_strikes_landed,body_strikes_attempted,leg_strikes_landed,leg_strikes_attempted,distance_strikes_landed,distance_strikes_attempted,clinch_strikes_landed,clinch_strikes_attempted,ground_strikes_landed,ground_strikes_attempted,knockdowns,submission_attempts,reversals,control_time_seconds,rounds_with_stats,significant_strikes_pct,takedown_pct
08ef2ed7393efd24,bbb15f301e4a490a,UFC 255: Figueiredo vs. Perez,Katlyn Cerminara vs. Cynthia Calvillo,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30.Sal D'amato 27 - 30.Derek Cleary 27 - 30.,300,e872e9a9a902c045,Katlyn Cerminara,98215d037be5bcb7,Cynthia Calvillo,W,L,69.0,230.0,69.0,230.0,0.0,1.0,45.0,190.0,11.0,22.0,13.0,18.0,68.0,227.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,30.0,0.0
08f5bdfe45082ec5,2a542ee8a8b83559,UFC 94: St-Pierre vs Penn 2,John Howard vs. Chris Wilson,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Cecil Peoples 29 - 28.Patricia Morse-Jarman 28 - 29.Roy Silbert 28 - 29.,300,a56607a451e4c70d,Chris Wilson,fc31f896cde2bc2e,John Howard,L,W,45.0,82.0,67.0,107.0,2.0,6.0,18.0,47.0,19.0,24.0,8.0,11.0,23.0,49.0,6.0,10.0,16.0,23.0,0.0,2.0,1.0,192.0,3.0,54.87804878048781,33.33333333333333
08f5bdfe45082ec5,2a542ee8a8b83559,UFC 94: St-Pierre vs Penn 2,John Howard vs. Chris Wilson,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Cecil Peoples 29 - 28.Patricia Morse-Jarman 28 - 29.Roy Silbert 28 - 29.,300,fc31f896cde2bc2e,John Howard,a56607a451e4c70d,Chris Wilson,W,L,21.0,41.0,80.0,106.0,7.0,7.0,13.0,32.0,4.0,4.0,4.0,5.0,10.0,24.0,2.0,4.0,9.0,13.0,0.0,2.0,1.0,362.0,3.0,51.21951219512195,100.0
08f7a60bd84a6b3c,eaea0fc7b76525a8,UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Junichiro Kamijo 28 - 29.,300,b0d6a1d8ac3d563d,Max Griffin,d66a46de8d705353,Jeremiah Wells,W,L,26.0,53.0,36.0,65.0,1.0,2.0,21.0,48.0,4.0,4.0,1.0,1.0,24.0,51.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,49.0566037735849,50.0
08f7a60bd84a6b3c,eaea0fc7b76525a8,UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Junichiro Kamijo 28 - 29.,300,d66a46de8d705353,Jeremiah Wells,b0d6a1d8ac3d563d,Max Griffin,L,W,32.0,86.0,43.0,97.0,1.0,2.0,27.0,76.0,5.0,7.0,0.0,3.0,32.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,37.2093023255814,50.0
093ca77f7f7219f6,b1605ea39fba6af6,UFC Fight Night: Edgar vs Faber,Phillipe Nover vs. Yui Chul Nam,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Mark Craig 28 - 29.Barry Foley 29 - 28.Kon Papaioannou 28 - 29.,300,64360e618823a8e4,Phillipe Nover,a00ec21cfbba17b6,Yui Chul Nam,W,L,12.0,24.0,54.0,74.0,6.0,12.0,7.0,18.0,4.0,5.0,1.0,1.0,3.0,10.0,7.0,9.0,2.0,5.0,0.0,0.0,0.0,380.0,3.0,50.0,50.0
093ca77f7f7219f6,b1605ea39fba6af6,UFC Fight Night: Edgar vs Faber,Phillipe Nover vs. Yui Chul Nam,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Mark Craig 28 - 29.Barry Foley 29 - 28.Kon Papaioannou 28 - 29.,300,a00ec21cfbba17b6,Yui Chul Nam,64360e618823a8e4,Phillipe Nover,L,W,29.0,60.0,56.0,92.0,2.0,3.0,15.0,42.0,3.0,5.0,11.0,13.0,1.0,8.0,16.0,19.0,12.0,33.0,0.0,1.0,0.0,392.0,3.0,48.333333333333336,66.66666666666666
093ebd3375591101,daa89f01e1c0f42a,UFC Fight Night: Emmett vs. Stephens,Ben Saunders vs. Alan Jouban,Welterweight Bout,KO/TKO ,2,2:38,3 Rnd (5-5-5),Andrew Glenn,Punch to Head In Clinch ,158,484acc7b0f856ce9,Ben Saunders,cf65d56b0755ed3b,Alan Jouban,L,W,33.0,79.0,34.0,80.0,0.0,0.0,21.0,60.0,8.0,14.0,4.0,5.0,25.0,65.0,8.0,13.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,41.77215189873418,
093ebd3375591101,daa89f01e1c0f42a,UFC Fight Night: Emmett vs. Stephens,Ben Saunders vs. Alan Jouban,Welterweight Bout,KO/TKO ,2,2:38,3 Rnd (5-5-5),Andrew Glenn,Punch to Head In Clinch ,158,cf65d56b0755ed3b,Alan Jouban,484acc7b0f856ce9,Ben Saunders,W,L,78.0,141.0,78.0,141.0,0.0,0.0,53.0,109.0,10.0,13.0,15.0,19.0,60.0,110.0,16.0,28.0,2.0,3.0,2.0,0.0,0.0,18.0,2.0,55.319148936170215,
093ef5ab2081cf65,669a3cb6e394f515,UFC 54: Boiling Point,Randy Couture vs. Mike van Arsdale,Light Heavyweight Bout,Submission ,3,0:52,3 Rnd (5-5-5),Herb Dean,Anaconda Choke From Front Headlock ,52,0aa92558424ced9e,Randy Couture,2ee09ec2a0695eb9,Mike van Arsdale,W,L,27.0,46.0,40.0,60.0,4.0,6.0,10.0,29.0,16.0,16.0,1.0,1.0,3.0,15.0,5.0,6.0,19.0,25.0,0.0,3.0,0.0,427.0,3.0,58.69565217391305,66.66666666666666
093ef5ab2081cf65,669a3cb6e394f515,UFC 54: Boiling Point,Randy Couture vs. Mike van Arsdale,Light Heavyweight Bout,Submission ,3,0:52,3 Rnd (5-5-5),Herb Dean,Anaconda Choke From Front Headlock ,52,2ee09ec2a0695eb9,Mike van Arsdale,0aa92558424ced9e,Randy Couture,L,W,8.0,40.0,9.0,41.0,1.0,9.0,7.0,39.0,0.0,0.0,1.0,1.0,5.0,32.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,69.0,3.0,20.0,11.11111111111111
094790e50afae55e,81ca2c245b19b3c5,UFC Fight Night: Blachowicz vs. Jacare,Ricardo Ramos vs. Eduardo Garagorri,Featherweight Bout,Submission ,1,3:57,3 Rnd (5-5-5),Camila Albuquerque,Rear Naked Choke ,237,1ae8f3c723aacff4,Ricardo Ramos,7bde387d50829adf,Eduardo Garagorri,W,L,10.0,34.0,12.0,36.0,2.0,3.0,3.0,23.0,3.0,4.0,4.0,7.0,9.0,33.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,66.0,1.0,29.411764705882355,66.66666666666666
094790e50afae55e,81ca2c245b19b3c5,UFC Fight Night: Blachowicz vs. Jacare,Ricardo Ramos vs. Eduardo Garagorri,Featherweight Bout,Submission ,1,3:57,3 Rnd (5-5-5),Camila Albuquerque,Rear Naked Choke ,237,7bde387d50829adf,Eduardo Garagorri,1ae8f3c723aacff4,Ricardo Ramos,L,W,6.0,16.0,6.0,16.0,0.0,0.0,3.0,11.0,3.0,4.0,0.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,37.5,
0949caefc6735f9b,a6d8bfe9e0c8153b,UFC 108: Evans vs Silva,Rafaello Oliveira vs. John Gunderson,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Glenn Trowbridge 27 - 30.Cecil Peoples 27 - 30.Roy Silbert 27 - 30.,300,15b1b21cd743d652,Rafaello Oliveira,a0c139b34f11421a,John Gunderson,W,L,21.0,45.0,55.0,83.0,6.0,7.0,18.0,38.0,0.0,1.0,3.0,6.0,3.0,14.0,0.0,3.0,18.0,28.0,0.0,4.0,1.0,682.0,3.0,46.66666666666666,85.71428571428571
0949caefc6735f9b,a6d8bfe9e0c8153b,UFC 108: Evans vs Silva,Rafaello Oliveira vs. John Gunderson,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Glenn Trowbridge 27 - 30.Cecil Peoples 27 - 30.Roy Silbert 27 - 30.,300,a0c139b34f11421a,John Gunderson,15b1b21cd743d652,Rafaello Oliveira,L,W,1.0,30.0,20.0,50.0,1.0,1.0,1.0,29.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,2.0,1.0,4.0,0.0,4.0,0.0,22.0,3.0,3.333333333333333,100.0
094a77eecd56a27a,bfc2fc38a0e20211,UFC 114: Rampage vs Evans,Todd Duffee vs. Mike Russow,Heavyweight Bout,KO/TKO ,3,2:35,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance ,155,353de740bb6c7e75,Mike Russow,bda04c573563cc2e,Todd Duffee,W,L,14.0,44.0,15.0,45.0,0.0,9.0,14.0,44.0,0.0,0.0,0.0,0.0,14.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,31.818181818181817,0.0
094a77eecd56a27a,bfc2fc38a0e20211,UFC 114: Rampage vs Evans,Todd Duffee vs. Mike Russow,Heavyweight Bout,KO/TKO ,3,2:35,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance ,155,bda04c573563cc2e,Todd Duffee,353de740bb6c7e75,Mike Russow,L,W,51.0,182.0,51.0,182.0,0.0,0.0,43.0,171.0,7.0,10.0,1.0,1.0,48.0,173.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,28.021978021978025,
095a351dd6f09f7e,48e093ea1f43a053,UFC 268: Usman vs. Covington 2,Edmen Shahbazyan vs. Nassourdine Imavov,Middleweight Bout,KO/TKO ,2,4:52,3 Rnd (5-5-5),Keith Peterson,Elbows to Head From Crucifix ,292,4144798612ef96e5,Edmen Shahbazyan,881bf86d4cba8578,Nassourdine Imavov,L,W,22.0,35.0,29.0,43.0,1.0,5.0,10.0,19.0,4.0,8.0,8.0,8.0,19.0,31.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,154.0,2.0,62.85714285714285,20.0
095a351dd6f09f7e,48e093ea1f43a053,UFC 268: Usman vs. Covington 2,Edmen Shahbazyan vs. Nassourdine Imavov,Middleweight Bout,KO/TKO ,2,4:52,3 Rnd (5-5-5),Keith Peterson,Elbows to Head From Crucifix ,292,881bf86d4cba8578,Nassourdine Imavov,4144798612ef96e5,Edmen Shahbazyan,W,L,42.0,63.0,64.0,87.0,0.0,1.0,34.0,54.0,4.0,5.0,4.0,4.0,16.0,33.0,5.0,6.0,21.0,24.0,0.0,4.0,0.0,236.0,2.0,66.66666666666666,0.0
096d656048f85b18,4c8d6fde2dde07c4,UFC Live: Hardy vs Lytle,Edwin Figueroa vs. Jason Reinhardt,Bantamweight Bout,KO/TKO ,2,0:50,3 Rnd (5-5-5),Rob Hinds,Punches to Head From Back Control ,50,02500fb9fd79a974,Jason Reinhardt,bbfca6d5c27d9cd8,Edwin Figueroa,L,W,1.0,1.0,2.0,3.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,100.0,12.5
096d656048f85b18,4c8d6fde2dde07c4,UFC Live: Hardy vs Lytle,Edwin Figueroa vs. Jason Reinhardt,Bantamweight Bout,KO/TKO ,2,0:50,3 Rnd (5-5-5),Rob Hinds,Punches to Head From Back Control ,50,bbfca6d5c27d9cd8,Edwin Figueroa,02500fb9fd79a974,Jason Reinhardt,W,L,23.0,39.0,46.0,66.0,0.0,0.0,15.0,31.0,5.0,5.0,3.0,3.0,4.0,13.0,1.0,1.0,18.0,25.0,0.0,1.0,1.0,116.0,2.0,58.97435897435898,
096e00355c8c84ac,38e5d9dcb0fddc42,UFC Fight Night: De Ridder vs. Allen,Danny Barlow vs. Djorden Santos,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Cooper,Jake Maxim 28 - 29.Mike Bell 28 - 29.Saleem Haniff 28 - 29.,300,312f7d7b2b2f7de4,Djorden Santos,b7c5eb7cdbac6a63,Danny Barlow,W,L,99.0,216.0,109.0,232.0,0.0,1.0,74.0,182.0,11.0,18.0,14.0,16.0,95.0,211.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,115.0,3.0,45.83333333333333,0.0
096e00355c8c84ac,38e5d9dcb0fddc42,UFC Fight Night: De Ridder vs. Allen,Danny Barlow vs. Djorden Santos,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Cooper,Jake Maxim 28 - 29.Mike Bell 28 - 29.Saleem Haniff 28 - 29.,300,b7c5eb7cdbac6a63,Danny Barlow,312f7d7b2b2f7de4,Djorden Santos,L,W,93.0,171.0,106.0,186.0,0.0,0.0,56.0,129.0,12.0,15.0,25.0,27.0,92.0,170.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,54.38596491228071,
0976778a6e6cf8a8,a16ce18149021139,UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez vs. Maheshate,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Bryan Miner 28 - 29.Eric Colon 29 - 28.Tony Weeks 28 - 29.,300,436f970c9ea9169c,Gabriel Benitez,8c1ca54b5089d199,Maheshate,L,W,121.0,295.0,121.0,296.0,0.0,0.0,81.0,247.0,13.0,21.0,27.0,27.0,120.0,291.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.01694915254237,
0976778a6e6cf8a8,a16ce18149021139,UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez vs. Maheshate,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Bryan Miner 28 - 29.Eric Colon 29 - 28.Tony Weeks 28 - 29.,300,8c1ca54b5089d199,Maheshate,436f970c9ea9169c,Gabriel Benitez,W,L,97.0,312.0,97.0,312.0,0.0,0.0,67.0,261.0,26.0,47.0,4.0,4.0,93.0,304.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,31.08974358974359,
097bc98e15722998,caced97768818230,UFC Fight Night: Werdum vs. Tybura,Alexander Volkanovski vs. Shane Young,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,Anthony Dimitriou 27 - 30.Kevin Manderson 26 - 30.Kon Papaioannou 26 - 30.,300,4cd8b03aee1d0138,Shane Young,e1248941344b3288,Alexander Volkanovski,L,W,18.0,81.0,20.0,83.0,1.0,1.0,11.0,67.0,5.0,10.0,2.0,4.0,15.0,75.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,22.22222222222222,100.0
097bc98e15722998,caced97768818230,UFC Fight Night: Werdum vs. Tybura,Alexander Volkanovski vs. Shane Young,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,Anthony Dimitriou 27 - 30.Kevin Manderson 26 - 30.Kon Papaioannou 26 - 30.,300,e1248941344b3288,Alexander Volkanovski,4cd8b03aee1d0138,Shane Young,W,L,68.0,114.0,79.0,128.0,5.0,14.0,36.0,78.0,11.0,13.0,21.0,23.0,40.0,71.0,14.0,25.0,14.0,18.0,0.0,0.0,0.0,501.0,3.0,59.64912280701754,35.714285714285715
0987b3f785e26d1c,8753e125f4499816,UFC Fight Night: Luque vs. Muhammad,Rafa Garcia vs. Jesse Ronson,Lightweight Bout,Submission ,2,4:50,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke ,290,5580771f383e141f,Jesse Ronson,e132d47bd9efbbe0,Rafa Garcia,L,W,25.0,61.0,28.0,64.0,0.0,1.0,13.0,48.0,6.0,7.0,6.0,6.0,25.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,40.98360655737705,0.0
0987b3f785e26d1c,8753e125f4499816,UFC Fight Night: Luque vs. Muhammad,Rafa Garcia vs. Jesse Ronson,Lightweight Bout,Submission ,2,4:50,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke ,290,e132d47bd9efbbe0,Rafa Garcia,5580771f383e141f,Jesse Ronson,W,L,35.0,80.0,73.0,126.0,3.0,4.0,31.0,76.0,3.0,3.0,1.0,1.0,26.0,70.0,1.0,1.0,8.0,9.0,0.0,1.0,0.0,277.0,2.0,43.75,75.0
0990ac7065412e76,02177caefe7c07d4,UFC 220: Miocic vs. Ngannou,Dustin Ortiz vs. Alexandre Pantoja,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Mike Mena 28 - 29.Nick Mahmood 28 - 29.Chris Lee 28 - 29.,300,a0f0004aadf10b71,Alexandre Pantoja,f53c1f4ceeed8c08,Dustin Ortiz,L,W,19.0,49.0,49.0,79.0,1.0,1.0,13.0,41.0,4.0,5.0,2.0,3.0,15.0,44.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,438.0,3.0,38.775510204081634,100.0
0990ac7065412e76,02177caefe7c07d4,UFC 220: Miocic vs. Ngannou,Dustin Ortiz vs. Alexandre Pantoja,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Mike Mena 28 - 29.Nick Mahmood 28 - 29.Chris Lee 28 - 29.,300,f53c1f4ceeed8c08,Dustin Ortiz,a0f0004aadf10b71,Alexandre Pantoja,W,L,36.0,80.0,92.0,147.0,7.0,12.0,19.0,59.0,8.0,10.0,9.0,11.0,21.0,60.0,6.0,8.0,9.0,12.0,0.0,0.0,2.0,291.0,3.0,45.0,58.333333333333336
0992795fd0fa06d0,9114c8ded5ccd71d,UFC Fight Night: Vettori vs. Holland,Nina Nunes vs. Mackenzie Dern,Women's Strawweight Bout,Submission ,1,4:48,3 Rnd (5-5-5),Chris Tognoni,Armbar From Mount ,288,7447e9f28508106a,Mackenzie Dern,d343df8ba11f4c4e,Nina Nunes,W,L,12.0,22.0,31.0,44.0,1.0,2.0,10.0,20.0,0.0,0.0,2.0,2.0,8.0,15.0,0.0,1.0,4.0,6.0,0.0,1.0,0.0,240.0,1.0,54.54545454545454,50.0
0992795fd0fa06d0,9114c8ded5ccd71d,UFC Fight Night: Vettori vs. Holland,Nina Nunes vs. Mackenzie Dern,Women's Strawweight Bout,Submission ,1,4:48,3 Rnd (5-5-5),Chris Tognoni,Armbar From Mount ,288,d343df8ba11f4c4e,Nina Nunes,7447e9f28508106a,Mackenzie Dern,L,W,4.0,7.0,5.0,8.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.14285714285714,
099a2db0470d456b,df2cf66d8c0123db,UFC 143: Diaz vs Condit,Dustin Poirier vs. Max Holloway,Featherweight Bout,Submission ,1,3:23,3 Rnd (5-5-5),Steve Mazzagatti,Triangle Armbar From Mount ,203,029eaff01e6bb8f0,Dustin Poirier,150ff4cc642270b9,Max Holloway,W,L,11.0,25.0,15.0,29.0,1.0,3.0,6.0,19.0,0.0,1.0,5.0,5.0,7.0,21.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,88.0,1.0,44.0,33.33333333333333
099a2db0470d456b,df2cf66d8c0123db,UFC 143: Diaz vs Condit,Dustin Poirier vs. Max Holloway,Featherweight Bout,Submission ,1,3:23,3 Rnd (5-5-5),Steve Mazzagatti,Triangle Armbar From Mount ,203,150ff4cc642270b9,Max Holloway,029eaff01e6bb8f0,Dustin Poirier,L,W,11.0,32.0,11.0,32.0,0.0,0.0,8.0,26.0,2.0,5.0,1.0,1.0,11.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,34.375,
09a2909e1848be52,df2cf66d8c0123db,UFC 143: Diaz vs Condit,Nick Diaz vs. Carlos Condit,UFC Interim Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Steve Mazzagatti,Junichiro Kamijo 47 - 48.Patricia Morse-Jarman 46 - 49.Cecil Peoples 46 - 49.,300,f57a8a52ca401ed9,Nick Diaz,f9f07bb5a43535ed,Carlos Condit,L,W,105.0,246.0,117.0,258.0,1.0,3.0,57.0,177.0,42.0,59.0,6.0,10.0,103.0,242.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,105.0,5.0,42.68292682926829,33.33333333333333
09a2909e1848be52,df2cf66d8c0123db,UFC 143: Diaz vs Condit,Nick Diaz vs. Carlos Condit,UFC Interim Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Steve Mazzagatti,Junichiro Kamijo 47 - 48.Patricia Morse-Jarman 46 - 49.Cecil Peoples 46 - 49.,300,f9f07bb5a43535ed,Carlos Condit,f57a8a52ca401ed9,Nick Diaz,W,L,151.0,320.0,159.0,329.0,0.0,0.0,52.0,192.0,31.0,41.0,68.0,87.0,150.0,318.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,47.1875,
09a29fb09fe07559,992c82450d96f726,UFC Fight Night: Smith vs. Clark,Anthony Smith vs. Devin Clark,Light Heavyweight Bout,Submission ,1,2:34,5 Rnd (5-5-5-5-5),Herb Dean,Triangle Choke From Bottom Guard ,154,cc7040fe76f0ef91,Devin Clark,d4c9dcd330403612,Anthony Smith,L,W,1.0,3.0,27.0,30.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,1.0,33.33333333333333,
09a29fb09fe07559,992c82450d96f726,UFC Fight Night: Smith vs. Clark,Anthony Smith vs. Devin Clark,Light Heavyweight Bout,Submission ,1,2:34,5 Rnd (5-5-5-5-5),Herb Dean,Triangle Choke From Bottom Guard ,154,d4c9dcd330403612,Anthony Smith,cc7040fe76f0ef91,Devin Clark,W,L,1.0,4.0,4.0,8.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,78.0,1.0,25.0,100.0
09a7f0979a58e6ea,ece280745f8727b8,UFC 293: Adesanya vs. Strickland,Jack Jenkins vs. Chepe Mariscal,Featherweight Bout,KO/TKO ,2,3:19,3 Rnd (5-5-5),Greg Kleynjans,toArm Injury,199,a9da3158dd2c2b5a,Jack Jenkins,e0c6edcb5b5d0b90,Chepe Mariscal,L,W,41.0,68.0,43.0,70.0,0.0,1.0,16.0,36.0,13.0,18.0,12.0,14.0,35.0,60.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,60.29411764705882,0.0
09a7f0979a58e6ea,ece280745f8727b8,UFC 293: Adesanya vs. Strickland,Jack Jenkins vs. Chepe Mariscal,Featherweight Bout,KO/TKO ,2,3:19,3 Rnd (5-5-5),Greg Kleynjans,toArm Injury,199,e0c6edcb5b5d0b90,Chepe Mariscal,a9da3158dd2c2b5a,Jack Jenkins,W,L,38.0,87.0,87.0,143.0,1.0,1.0,14.0,53.0,11.0,16.0,13.0,18.0,23.0,65.0,14.0,21.0,1.0,1.0,0.0,0.0,0.0,166.0,2.0,43.67816091954023,100.0
09ab925c4cfe0cc5,322a56923b396b4d,UFC Fight Night: Alvarez vs. Poirier 2,Dustin Ortiz vs. Matheus Nicolau,Flyweight Bout,KO/TKO ,1,3:49,3 Rnd (5-5-5),Keith Peterson,Kick to Head At Distance ,229,1a31ef98efce7a79,Matheus Nicolau,f53c1f4ceeed8c08,Dustin Ortiz,L,W,7.0,16.0,7.0,16.0,0.0,0.0,2.0,8.0,2.0,5.0,3.0,3.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.75,
09ab925c4cfe0cc5,322a56923b396b4d,UFC Fight Night: Alvarez vs. Poirier 2,Dustin Ortiz vs. Matheus Nicolau,Flyweight Bout,KO/TKO ,1,3:49,3 Rnd (5-5-5),Keith Peterson,Kick to Head At Distance ,229,f53c1f4ceeed8c08,Dustin Ortiz,1a31ef98efce7a79,Matheus Nicolau,W,L,8.0,43.0,8.0,43.0,0.0,0.0,6.0,37.0,0.0,2.0,2.0,4.0,5.0,36.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,4.0,1.0,18.6046511627907,
09afa6ce4747a1a2,b3b6e80b7d5f8f0d,UFC 281: Adesanya vs. Pereira,Frankie Edgar vs. Chris Gutierrez,Bantamweight Bout,KO/TKO ,1,2:01,3 Rnd (5-5-5),Kevin MacDonald,Knee to Head At Distance ,121,45f0cc9d18f35137,Chris Gutierrez,f2688492b9a525a3,Frankie Edgar,W,L,10.0,20.0,10.0,20.0,0.0,0.0,6.0,14.0,0.0,1.0,4.0,5.0,10.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,50.0,
09afa6ce4747a1a2,b3b6e80b7d5f8f0d,UFC 281: Adesanya vs. Pereira,Frankie Edgar vs. Chris Gutierrez,Bantamweight Bout,KO/TKO ,1,2:01,3 Rnd (5-5-5),Kevin MacDonald,Knee to Head At Distance ,121,f2688492b9a525a3,Frankie Edgar,45f0cc9d18f35137,Chris Gutierrez,L,W,2.0,12.0,2.0,12.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.666666666666664,
09b36c7157770516,ea398c802d9998ee,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Tom Lawlor vs. Kyle Kingsbury,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Glenn Trowbridge 28 - 29.Roy Silbert 28 - 29.Jeff Collins 28 - 29.,300,4d44f37107f01b9b,Tom Lawlor,b959e8c7fd8390d2,Kyle Kingsbury,W,L,14.0,22.0,70.0,82.0,7.0,19.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,18.0,0.0,0.0,0.0,681.0,3.0,63.63636363636363,36.84210526315789
09b36c7157770516,ea398c802d9998ee,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Tom Lawlor vs. Kyle Kingsbury,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Glenn Trowbridge 28 - 29.Roy Silbert 28 - 29.Jeff Collins 28 - 29.,300,b959e8c7fd8390d2,Kyle Kingsbury,4d44f37107f01b9b,Tom Lawlor,L,W,10.0,22.0,101.0,116.0,0.0,0.0,6.0,18.0,3.0,3.0,1.0,1.0,1.0,10.0,5.0,8.0,4.0,4.0,0.0,0.0,0.0,139.0,3.0,45.45454545454545,
