fold_start,fold_end,n_fights,elo_log_loss,elo_brier,elo_auc,elo_accuracy,sos_log_loss,sos_brier,sos_auc,sos_accuracy
2011-01-01,2014-01-01,1004,0.6840498315401624,0.24554937286270798,0.5466783412662515,0.5727091633466136,1.124980609165173,0.34849842231573386,0.5388291095904622,0.6045816733067729
2014-01-01,2017-01-01,1441,0.676537191316747,0.24184783028651946,0.5757236164181438,0.5891741845940319,0.7799315583451607,0.28082170318794847,0.5694226705746028,0.5988896599583623
2017-01-01,2020-01-01,1421,0.6903086065337352,0.24853820642353172,0.5361306764593743,0.5376495425756509,0.7546695083811744,0.2761983225677785,0.5261513454939498,0.5566502463054187
2020-01-01,2023-01-01,1447,0.6813707482984758,0.24417358234935532,0.5570337994185471,0.5639253628196268,0.6899672115560924,0.24778895072493015,0.5587336589996638,0.5922598479612993
2023-01-01,2026-01-01,1532,0.6809120572541619,0.2440329136923402,0.5639266765310684,0.5443864229765013,0.7054080890023506,0.25548937992702037,0.5701517817216202,0.5567885117493473
2026-01-01,2029-01-01,387,0.6799326975830645,0.24328779644650975,0.5857733239695316,0.5813953488372093,0.6981567322121163,0.2521346954798978,0.5987115769002215,0.5529715762273901
POOLED,POOLED,7232,0.6823616360486877,0.24468156247038905,0.5568363264648347,0.561808628318584,0.7847070909051735,0.2757979501611634,0.5359474171864995,0.5786780973451328
