model,fold,feature,coefficient,abs_coefficient
M4_Elo_All_Performance,2020-2023,td_attempted_per_fight_difference__missing,-0.016815015538610197,0.016815015538610197
M4_Elo_All_Performance,2020-2023,td_pct_difference__missing,0.013028778395006472,0.013028778395006472
M4_Elo_All_Performance,2020-2023,submission_attempts_per_fight_difference__missing,-0.016815015538610197,0.016815015538610197
M4_Elo_All_Performance,2020-2023,reversals_per_fight_difference__missing,-0.016815015538610197,0.016815015538610197
M4_Elo_All_Performance,2020-2023,knockdowns_per_fight_difference__missing,-0.016815015538610197,0.016815015538610197
M4_Elo_All_Performance,2020-2023,control_time_per_fight_difference__missing,0.22885056067562862,0.22885056067562862
M5_Performance_Only,2020-2023,sig_str_landed_per_fight_difference,0.08057864133913026,0.08057864133913026
M5_Performance_Only,2020-2023,sig_str_attempted_per_fight_difference,0.47185231444066644,0.47185231444066644
M5_Performance_Only,2020-2023,sig_str_pct_difference,0.06258525377718668,0.06258525377718668
M5_Performance_Only,2020-2023,total_str_landed_per_fight_difference,0.15373264629322012,0.15373264629322012
M5_Performance_Only,2020-2023,total_str_attempted_per_fight_difference,-0.6049638695369352,0.6049638695369352
M5_Performance_Only,2020-2023,takedowns_per_fight_difference,0.1734022901454817,0.1734022901454817
M5_Performance_Only,2020-2023,td_attempted_per_fight_difference,0.04937935139614365,0.04937935139614365
M5_Performance_Only,2020-2023,td_pct_difference,0.009926521436153288,0.009926521436153288
M5_Performance_Only,2020-2023,submission_attempts_per_fight_difference,0.04725063406768567,0.04725063406768567
M5_Performance_Only,2020-2023,reversals_per_fight_difference,-0.052794198860472374,0.052794198860472374
M5_Performance_Only,2020-2023,knockdowns_per_fight_difference,0.07257021387282961,0.07257021387282961
M5_Performance_Only,2020-2023,control_time_per_fight_difference,0.04665218978943235,0.04665218978943235
M5_Performance_Only,2020-2023,sig_str_landed_per_fight_difference__missing,-0.016661292393151308,0.016661292393151308
M5_Performance_Only,2020-2023,sig_str_attempted_per_fight_difference__missing,-0.016661292393151308,0.016661292393151308
M5_Performance_Only,2020-2023,sig_str_pct_difference__missing,-0.04150607692495706,0.04150607692495706
M5_Performance_Only,2020-2023,total_str_landed_per_fight_difference__missing,-0.016661292393151308,0.016661292393151308
M5_Performance_Only,2020-2023,total_str_attempted_per_fight_difference__missing,-0.016661292393151308,0.016661292393151308
M5_Performance_Only,2020-2023,takedowns_per_fight_difference__missing,-0.016661292393151308,0.016661292393151308
M5_Performance_Only,2020-2023,td_attempted_per_fight_difference__missing,-0.016661292393151308,0.016661292393151308
M5_Performance_Only,2020-2023,td_pct_difference__missing,-0.00023891903434561628,0.00023891903434561628
M5_Performance_Only,2020-2023,submission_attempts_per_fight_difference__missing,-0.016661292393151308,0.016661292393151308
M5_Performance_Only,2020-2023,reversals_per_fight_difference__missing,-0.016661292393151308,0.016661292393151308
M5_Performance_Only,2020-2023,knockdowns_per_fight_difference__missing,-0.016661292393151308,0.016661292393151308
M5_Performance_Only,2020-2023,control_time_per_fight_difference__missing,0.2045623618555097,0.2045623618555097
M1_Elo_Striking,2023-2026,elo_difference,0.3057165619351303,0.3057165619351303
M1_Elo_Striking,2023-2026,sig_str_landed_per_fight_difference,0.3115697515114139,0.3115697515114139
M1_Elo_Striking,2023-2026,sig_str_attempted_per_fight_difference,-0.3181214524545892,0.3181214524545892
M1_Elo_Striking,2023-2026,sig_str_pct_difference,0.040889682047074355,0.040889682047074355
M1_Elo_Striking,2023-2026,total_str_landed_per_fight_difference,-0.1776434714643133,0.1776434714643133
M1_Elo_Striking,2023-2026,total_str_attempted_per_fight_difference,0.24564569994616947,0.24564569994616947
M1_Elo_Striking,2023-2026,sig_str_landed_per_fight_difference__missing,-0.003677638235194902,0.003677638235194902
M1_Elo_Striking,2023-2026,sig_str_attempted_per_fight_difference__missing,-0.003677638235194902,0.003677638235194902
M1_Elo_Striking,2023-2026,sig_str_pct_difference__missing,0.036905325465968114,0.036905325465968114
M1_Elo_Striking,2023-2026,total_str_landed_per_fight_difference__missing,-0.0036776382351911647,0.0036776382351911647
M1_Elo_Striking,2023-2026,total_str_attempted_per_fight_difference__missing,-0.0036776382351911647,0.0036776382351911647
M2_Elo_Grappling,2023-2026,elo_difference,0.3016197917114532,0.3016197917114532
M2_Elo_Grappling,2023-2026,takedowns_per_fight_difference,0.1128294136381217,0.1128294136381217
M2_Elo_Grappling,2023-2026,td_attempted_per_fight_difference,0.06093448836881306,0.06093448836881306
M2_Elo_Grappling,2023-2026,td_pct_difference,-0.0007463205773508379,0.0007463205773508379
M2_Elo_Grappling,2023-2026,submission_attempts_per_fight_difference,0.005618702024680916,0.005618702024680916
M2_Elo_Grappling,2023-2026,reversals_per_fight_difference,-0.05105553652858491,0.05105553652858491
M2_Elo_Grappling,2023-2026,takedowns_per_fight_difference__missing,-0.0012621069228384715,0.0012621069228384715
M2_Elo_Grappling,2023-2026,td_attempted_per_fight_difference__missing,-0.0012621069228384715,0.0012621069228384715
M2_Elo_Grappling,2023-2026,td_pct_difference__missing,0.02883064986635521,0.02883064986635521
M2_Elo_Grappling,2023-2026,submission_attempts_per_fight_difference__missing,-0.001262106922839643,0.001262106922839643
M2_Elo_Grappling,2023-2026,reversals_per_fight_difference__missing,-0.001262106922839643,0.001262106922839643
M3_Elo_Dominance,2023-2026,elo_difference,0.30123469523535756,0.30123469523535756
M3_Elo_Dominance,2023-2026,knockdowns_per_fight_difference,0.043258470995042805,0.043258470995042805
M3_Elo_Dominance,2023-2026,control_time_per_fight_difference,0.1175079532711187,0.1175079532711187
M3_Elo_Dominance,2023-2026,knockdowns_per_fight_difference__missing,-0.20242208745032916,0.20242208745032916
M3_Elo_Dominance,2023-2026,control_time_per_fight_difference__missing,0.22796711363853991,0.22796711363853991
M4_Elo_All_Performance,2023-2026,elo_difference,0.28181175471463726,0.28181175471463726
M4_Elo_All_Performance,2023-2026,sig_str_landed_per_fight_difference,0.23383248220478114,0.23383248220478114
M4_Elo_All_Performance,2023-2026,sig_str_attempted_per_fight_difference,0.00889131723961599,0.00889131723961599
M4_Elo_All_Performance,2023-2026,sig_str_pct_difference,0.03715132892733807,0.03715132892733807
M4_Elo_All_Performance,2023-2026,total_str_landed_per_fight_difference,-0.054096442677429794,0.054096442677429794
M4_Elo_All_Performance,2023-2026,total_str_attempted_per_fight_difference,-0.12995972573101439,0.12995972573101439
M4_Elo_All_Performance,2023-2026,takedowns_per_fight_difference,0.12286592891447431,0.12286592891447431
M4_Elo_All_Performance,2023-2026,td_attempted_per_fight_difference,0.07892398538235955,0.07892398538235955
M4_Elo_All_Performance,2023-2026,td_pct_difference,-0.010803129372631169,0.010803129372631169
M4_Elo_All_Performance,2023-2026,submission_attempts_per_fight_difference,0.028022775085407084,0.028022775085407084
M4_Elo_All_Performance,2023-2026,reversals_per_fight_difference,-0.04572266504084327,0.04572266504084327
M4_Elo_All_Performance,2023-2026,knockdowns_per_fight_difference,0.047395931836053624,0.047395931836053624
M4_Elo_All_Performance,2023-2026,control_time_per_fight_difference,0.019053679771732536,0.019053679771732536
M4_Elo_All_Performance,2023-2026,sig_str_landed_per_fight_difference__missing,-0.022187180685465924,0.022187180685465924
M4_Elo_All_Performance,2023-2026,sig_str_attempted_per_fight_difference__missing,-0.022187180685465924,0.022187180685465924
M4_Elo_All_Performance,2023-2026,sig_str_pct_difference__missing,-0.01601668354306313,0.01601668354306313
M4_Elo_All_Performance,2023-2026,total_str_landed_per_fight_difference__missing,-0.022187180685465924,0.022187180685465924
M4_Elo_All_Performance,2023-2026,total_str_attempted_per_fight_difference__missing,-0.022187180685465924,0.022187180685465924
M4_Elo_All_Performance,2023-2026,takedowns_per_fight_difference__missing,-0.022187180685465924,0.022187180685465924
M4_Elo_All_Performance,2023-2026,td_attempted_per_fight_difference__missing,-0.022187180685465924,0.022187180685465924
M4_Elo_All_Performance,2023-2026,td_pct_difference__missing,0.02412606939656493,0.02412606939656493
M4_Elo_All_Performance,2023-2026,submission_attempts_per_fight_difference__missing,-0.022187180685465924,0.022187180685465924
M4_Elo_All_Performance,2023-2026,reversals_per_fight_difference__missing,-0.022187180685465924,0.022187180685465924
M4_Elo_All_Performance,2023-2026,knockdowns_per_fight_difference__missing,-0.022187180685465924,0.022187180685465924
M4_Elo_All_Performance,2023-2026,control_time_per_fight_difference__missing,0.2198184068988839,0.2198184068988839
M5_Performance_Only,2023-2026,sig_str_landed_per_fight_difference,0.25792148346250265,0.25792148346250265
M5_Performance_Only,2023-2026,sig_str_attempted_per_fight_difference,0.03144470879646548,0.03144470879646548
M5_Performance_Only,2023-2026,sig_str_pct_difference,0.053481098563636656,0.053481098563636656
M5_Performance_Only,2023-2026,total_str_landed_per_fight_difference,-0.0772726217286642,0.0772726217286642
M5_Performance_Only,2023-2026,total_str_attempted_per_fight_difference,-0.1375196150749481,0.1375196150749481
M5_Performance_Only,2023-2026,takedowns_per_fight_difference,0.13301324150655564,0.13301324150655564
M5_Performance_Only,2023-2026,td_attempted_per_fight_difference,0.07576708003354275,0.07576708003354275
M5_Performance_Only,2023-2026,td_pct_difference,0.012651942063610377,0.012651942063610377
M5_Performance_Only,2023-2026,submission_attempts_per_fight_difference,0.06023976052792787,0.06023976052792787
M5_Performance_Only,2023-2026,reversals_per_fight_difference,-0.06377248614817604,0.06377248614817604
M5_Performance_Only,2023-2026,knockdowns_per_fight_difference,0.08593580847477465,0.08593580847477465
M5_Performance_Only,2023-2026,control_time_per_fight_difference,0.06304324218677348,0.06304324218677348
M5_Performance_Only,2023-2026,sig_str_landed_per_fight_difference__missing,-0.02049080810606179,0.02049080810606179
M5_Performance_Only,2023-2026,sig_str_attempted_per_fight_difference__missing,-0.02049080810606179,0.02049080810606179
M5_Performance_Only,2023-2026,sig_str_pct_difference__missing,-0.00020268241608115508,0.00020268241608115508
M5_Performance_Only,2023-2026,total_str_landed_per_fight_difference__missing,-0.02049080810606179,0.02049080810606179
M5_Performance_Only,2023-2026,total_str_attempted_per_fight_difference__missing,-0.02049080810606179,0.02049080810606179
M5_Performance_Only,2023-2026,takedowns_per_fight_difference__missing,-0.02049080810606179,0.02049080810606179
M5_Performance_Only,2023-2026,td_attempted_per_fight_difference__missing,-0.02049080810606179,0.02049080810606179
M5_Performance_Only,2023-2026,td_pct_difference__missing,0.010704977374847501,0.010704977374847501
M5_Performance_Only,2023-2026,submission_attempts_per_fight_difference__missing,-0.02049080810606179,0.02049080810606179
M5_Performance_Only,2023-2026,reversals_per_fight_difference__missing,-0.02049080810606179,0.02049080810606179
M5_Performance_Only,2023-2026,knockdowns_per_fight_difference__missing,-0.02049080810606179,0.02049080810606179
M5_Performance_Only,2023-2026,control_time_per_fight_difference__missing,0.19001254882721388,0.19001254882721388
M1_Elo_Striking,2026-2029,elo_difference,0.3092076986560955,0.3092076986560955
M1_Elo_Striking,2026-2029,sig_str_landed_per_fight_difference,0.3539002262056026,0.3539002262056026
M1_Elo_Striking,2026-2029,sig_str_attempted_per_fight_difference,-0.4850336736289264,0.4850336736289264
M1_Elo_Striking,2026-2029,sig_str_pct_difference,0.05688723388940268,0.05688723388940268
M1_Elo_Striking,2026-2029,total_str_landed_per_fight_difference,-0.2608750683752955,0.2608750683752955
M1_Elo_Striking,2026-2029,total_str_attempted_per_fight_difference,0.41859550441944304,0.41859550441944304
M1_Elo_Striking,2026-2029,sig_str_landed_per_fight_difference__missing,-0.027731724696262658,0.027731724696262658
M1_Elo_Striking,2026-2029,sig_str_attempted_per_fight_difference__missing,-0.027731724696262658,0.027731724696262658
M1_Elo_Striking,2026-2029,sig_str_pct_difference__missing,0.10737522841931788,0.10737522841931788
M1_Elo_Striking,2026-2029,total_str_landed_per_fight_difference__missing,-0.027731724696276387,0.027731724696276387
M1_Elo_Striking,2026-2029,total_str_attempted_per_fight_difference__missing,-0.027731724696276387,0.027731724696276387
M2_Elo_Grappling,2026-2029,elo_difference,0.303648146680249,0.303648146680249
M2_Elo_Grappling,2026-2029,takedowns_per_fight_difference,0.1138838486776365,0.1138838486776365
M2_Elo_Grappling,2026-2029,td_attempted_per_fight_difference,0.0550963360784113,0.0550963360784113
M2_Elo_Grappling,2026-2029,td_pct_difference,0.01541357220168161,0.01541357220168161
M2_Elo_Grappling,2026-2029,submission_attempts_per_fight_difference,0.01678630580278366,0.01678630580278366
M2_Elo_Grappling,2026-2029,reversals_per_fight_difference,-0.025771742774691565,0.025771742774691565
M2_Elo_Grappling,2026-2029,takedowns_per_fight_difference__missing,-0.004043881961519785,0.004043881961519785
M2_Elo_Grappling,2026-2029,td_attempted_per_fight_difference__missing,-0.004043881961519785,0.004043881961519785
M2_Elo_Grappling,2026-2029,td_pct_difference__missing,0.010690586791468334,0.010690586791468334
M2_Elo_Grappling,2026-2029,submission_attempts_per_fight_difference__missing,-0.004043881961519553,0.004043881961519553
M2_Elo_Grappling,2026-2029,reversals_per_fight_difference__missing,-0.004043881961519553,0.004043881961519553
M3_Elo_Dominance,2026-2029,elo_difference,0.30272021785272973,0.30272021785272973
M3_Elo_Dominance,2026-2029,knockdowns_per_fight_difference,0.050205943322420954,0.050205943322420954
M3_Elo_Dominance,2026-2029,control_time_per_fight_difference,0.12542035087644526,0.12542035087644526
M3_Elo_Dominance,2026-2029,knockdowns_per_fight_difference__missing,-0.22281920883591264,0.22281920883591264
M3_Elo_Dominance,2026-2029,control_time_per_fight_difference__missing,0.22312956140210216,0.22312956140210216
M4_Elo_All_Performance,2026-2029,elo_difference,0.2835781188284686,0.2835781188284686
M4_Elo_All_Performance,2026-2029,sig_str_landed_per_fight_difference,0.21167911545477508,0.21167911545477508
M4_Elo_All_Performance,2026-2029,sig_str_attempted_per_fight_difference,-0.01608433285251498,0.01608433285251498
M4_Elo_All_Performance,2026-2029,sig_str_pct_difference,0.05108737251968529,0.05108737251968529
M4_Elo_All_Performance,2026-2029,total_str_landed_per_fight_difference,-0.0382738069258277,0.0382738069258277
M4_Elo_All_Performance,2026-2029,total_str_attempted_per_fight_difference,-0.11233494847870262,0.11233494847870262
M4_Elo_All_Performance,2026-2029,takedowns_per_fight_difference,0.12064599687067487,0.12064599687067487
M4_Elo_All_Performance,2026-2029,td_attempted_per_fight_difference,0.0851180435818244,0.0851180435818244
M4_Elo_All_Performance,2026-2029,td_pct_difference,0.008447508610699584,0.008447508610699584
M4_Elo_All_Performance,2026-2029,submission_attempts_per_fight_difference,0.036860245710710546,0.036860245710710546
M4_Elo_All_Performance,2026-2029,reversals_per_fight_difference,-0.02053363725880091,0.02053363725880091
M4_Elo_All_Performance,2026-2029,knockdowns_per_fight_difference,0.05810869623703636,0.05810869623703636
M4_Elo_All_Performance,2026-2029,control_time_per_fight_difference,0.0060883270650633845,0.0060883270650633845
M4_Elo_All_Performance,2026-2029,sig_str_landed_per_fight_difference__missing,-0.02713720493217803,0.02713720493217803
M4_Elo_All_Performance,2026-2029,sig_str_attempted_per_fight_difference__missing,-0.02713720493217803,0.02713720493217803
M4_Elo_All_Performance,2026-2029,sig_str_pct_difference__missing,0.010844733040042485,0.010844733040042485
M4_Elo_All_Performance,2026-2029,total_str_landed_per_fight_difference__missing,-0.02713720493217803,0.02713720493217803
M4_Elo_All_Performance,2026-2029,total_str_attempted_per_fight_difference__missing,-0.02713720493217803,0.02713720493217803
M4_Elo_All_Performance,2026-2029,takedowns_per_fight_difference__missing,-0.02713720493217803,0.02713720493217803
M4_Elo_All_Performance,2026-2029,td_attempted_per_fight_difference__missing,-0.02713720493217803,0.02713720493217803
M4_Elo_All_Performance,2026-2029,td_pct_difference__missing,0.005257525355127119,0.005257525355127119
M4_Elo_All_Performance,2026-2029,submission_attempts_per_fight_difference__missing,-0.02713720493217803,0.02713720493217803
M4_Elo_All_Performance,2026-2029,reversals_per_fight_difference__missing,-0.02713720493217803,0.02713720493217803
M4_Elo_All_Performance,2026-2029,knockdowns_per_fight_difference__missing,-0.02713720493217803,0.02713720493217803
M4_Elo_All_Performance,2026-2029,control_time_per_fight_difference__missing,0.225619811698306,0.225619811698306
M5_Performance_Only,2026-2029,sig_str_landed_per_fight_difference,0.25483616492631633,0.25483616492631633
M5_Performance_Only,2026-2029,sig_str_attempted_per_fight_difference,-0.013505076898927791,0.013505076898927791
M5_Performance_Only,2026-2029,sig_str_pct_difference,0.062262509823047006,0.062262509823047006
M5_Performance_Only,2026-2029,total_str_landed_per_fight_difference,-0.06799928981569123,0.06799928981569123
M5_Performance_Only,2026-2029,total_str_attempted_per_fight_difference,-0.11112493878203766,0.11112493878203766
M5_Performance_Only,2026-2029,takedowns_per_fight_difference,0.13291873281061153,0.13291873281061153
M5_Performance_Only,2026-2029,td_attempted_per_fight_difference,0.07695610454507561,0.07695610454507561
M5_Performance_Only,2026-2029,td_pct_difference,0.030316977842681652,0.030316977842681652
M5_Performance_Only,2026-2029,submission_attempts_per_fight_difference,0.06806448115157294,0.06806448115157294
M5_Performance_Only,2026-2029,reversals_per_fight_difference,-0.03551933658620938,0.03551933658620938
M5_Performance_Only,2026-2029,knockdowns_per_fight_difference,0.09668563326696474,0.09668563326696474
M5_Performance_Only,2026-2029,control_time_per_fight_difference,0.055277547039681324,0.055277547039681324
M5_Performance_Only,2026-2029,sig_str_landed_per_fight_difference__missing,-0.03412528857173202,0.03412528857173202
M5_Performance_Only,2026-2029,sig_str_attempted_per_fight_difference__missing,-0.03412528857173202,0.03412528857173202
M5_Performance_Only,2026-2029,sig_str_pct_difference__missing,0.09624853839443766,0.09624853839443766
M5_Performance_Only,2026-2029,total_str_landed_per_fight_difference__missing,-0.03412528857173202,0.03412528857173202
M5_Performance_Only,2026-2029,total_str_attempted_per_fight_difference__missing,-0.03412528857173202,0.03412528857173202
M5_Performance_Only,2026-2029,takedowns_per_fight_difference__missing,-0.03412528857173202,0.03412528857173202
M5_Performance_Only,2026-2029,td_attempted_per_fight_difference__missing,-0.03412528857173202,0.03412528857173202
M5_Performance_Only,2026-2029,td_pct_difference__missing,-0.003175280902480126,0.003175280902480126
M5_Performance_Only,2026-2029,submission_attempts_per_fight_difference__missing,-0.03412528857173202,0.03412528857173202
M5_Performance_Only,2026-2029,reversals_per_fight_difference__missing,-0.03412528857173202,0.03412528857173202
M5_Performance_Only,2026-2029,knockdowns_per_fight_difference__missing,-0.03412528857173202,0.03412528857173202
M5_Performance_Only,2026-2029,control_time_per_fight_difference__missing,0.20301507858136833,0.20301507858136833
