fold_start,fold_end,n_fights,log_loss,brier,auc,accuracy
2011-01-01,2014-01-01,1004,0.7042839013273435,0.25269362984303406,0.5660202756256769,0.5707171314741036
2014-01-01,2017-01-01,1441,0.6978947990354494,0.24976591247312235,0.5648808974888435,0.5898681471200555
2017-01-01,2020-01-01,1421,0.7264092465792868,0.2628883021888368,0.5451347500652178,0.5376495425756509
2020-01-01,2023-01-01,1447,0.6986289366391776,0.2503852181585042,0.57343017621581,0.5673807878369039
2023-01-01,2026-01-01,1532,0.6908977050734939,0.24781473109103322,0.5914506023097894,0.5737597911227154
2026-01-01,2029-01-01,387,0.7096044412203458,0.25361795183118413,0.5739695316298417,0.5788113695090439
POOLED,POOLED,7232,0.7036757820760037,0.25266746234955745,0.5683835756736653,0.568445796460177
